canonical_channel_name,display_name,category,stream_url,final_url,source_name,source_page,source_domain,source_file,source_line,status,http_status,content_type,manifest_type,channel_identity_verified,is_primary,fallback_number,is_tokenized,token_expiry,requires_login,requires_referer,referer,requires_user_agent,user_agent,tested_from_bdix,tested_at,notes
BTV World,BTV World,General,https://cdn.appv.jagobd.com:444/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/btvbd-office-sg.stream/playlist.m3u8,https://cdn.appv.jagobd.com:444/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/btvbd-office-sg.stream/playlist.m3u8,Public JagoBD index,https://gitea.it/ixixy/iptv/src/commit/6bcebd09d3b9bc2b9bc0a99a107432b8f253f72f/channels/bd_jagobd.m3u,cdn.appv.jagobd.com:444,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:23:49,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
BTV World,BTV World,General,https://edge01.iptv.digijadoo.net/live/btv_world/chunks.m3u8,https://edge01.iptv.digijadoo.net/live/btv_world/chunks.m3u8,Public IPTV index,https://gist.github.com/omarufulislam/8ad36f95107343825ea80fb541fd9652,edge01.iptv.digijadoo.net,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:22:48,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
BTV World,BTV World,Government,https://play.google.com/store/apps/details?id=cm.btv.world,https://play.google.com/store/apps/details?id=cm.btv.world,Official BTV app,https://btv.gov.bd/pages/static-pages/6922e073933eb65569e271e2,play.google.com,,,HTML_ONLY,,,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T13:58:57,Official BTV reference; not a direct stream. Official BTV satellite page confirms BTV World identity/FTA satellite service; no distinct public HLS verified.
Bangla TV,Bangla TV,General,http://103.205.133.42:1935/local/bangla_tv_hd_720/index.m3u8,http://103.205.133.42:1935/local/bangla_tv_hd_720/index.m3u8,Public BDIX playlist index,https://gist.github.com/omarufulislam/8ad36f95107343825ea80fb541fd9652,103.205.133.42:1935,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:15:42,Public/open candidate added for local testing. No authentication bypass used. Redistribution/hosting rights are not established; do not publish solely because it is reachable.
Bangla TV,Bangla TV,General,https://bd.jagobd.com:444/c2VydmVyX4RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/banglatvhd.stream/live-orgin/banglatvhd.stream/chunks.m3u8,https://bd.jagobd.com:444/c2VydmVyX4RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/banglatvhd.stream/live-orgin/banglatvhd.stream/chunks.m3u8,Public Bangladesh playlist index,https://github.com/Explore-2021/Iptv-for-my-home,bd.jagobd.com:444,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:15:32,Public/open candidate added for local testing. No authentication bypass used. Redistribution/hosting rights are not established; do not publish solely because it is reachable.
Bangla TV,Bangla TV,General,https://bldcmprod-cdn.toffeelive.com/cdn/live/bangla_tv/playlist.m3u8,https://bldcmprod-cdn.toffeelive.com/cdn/live/bangla_tv/playlist.m3u8,Toffee,,bldcmprod-cdn.toffeelive.com,reports\bd-playlist-test-results.csv,,RESTRICTED,403,text/plain,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T13:59:46,Previously returned 403.
Bangla TV,Bangla TV,General,https://cdn.appv.jagobd.com:444/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/banglatvhd.stream/playlist.m3u8,https://cdn.appv.jagobd.com:444/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/banglatvhd.stream/playlist.m3u8,Public JagoBD index,https://github.com/wukuy/IPTV2021-1/blob/main/IPTV2021,cdn.appv.jagobd.com:444,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:25:16,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Bangla TV,Bangla TV,General,https://tempx.jagobd.com:441/c5V6mmMyX7RpbEU9Mi8xNy8yMDEOGIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PT0mdFsaWRtaW51aiPhnPTI/banglatvhd.stream/chunks.m3u8,https://tempx.jagobd.com:441/c5V6mmMyX7RpbEU9Mi8xNy8yMDEOGIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PT0mdFsaWRtaW51aiPhnPTI/banglatvhd.stream/chunks.m3u8,Public Bangladesh index,https://github.com/wukuy/IPTV2021-1/blob/main/IPTV2021,tempx.jagobd.com:441,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:25:16,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Bangla TV,Bangla TV,General,https://tvsen5.aynaott.com/banglatv/index.m3u8,https://tvsen5.aynaott.com/banglatv/index.m3u8,bd-playlist-test-results.csv,,tvsen5.aynaott.com,bdix-bangladesh-working.csv,,OFFLINE,404,,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T13:59:47,
Banglavision,Banglavision,General,https://tvsen5.aynaott.com/banglavision/index.m3u8,https://tvsen5.aynaott.com/banglavision/index.m3u8,bd-playlist-test-results.csv,,tvsen5.aynaott.com,bdix-bangladesh-working.csv,,WORKING,200,application/vnd.apple.mpegurl,HLS,URL/MANIFEST,YES,,NO,,NO,NO,,NO,,Y,2026-08-20T14:01:39,
Banglavision,Banglavision,General,http://bdiptv.net:8080/BanglaVision/tracks-v1a1/mono.m3u8,http://bdiptv.net:8080/BanglaVision/tracks-v1a1/mono.m3u8,bdix-bangladesh-working.csv,,bdiptv.net:8080,bdix-bangladesh-working.csv,,OFFLINE,Network Error,,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T14:01:43,
Banglavision,Banglavision,General,http://bdiptv.net:8080/BanglaVision/tracks-v1a1/mono.m3u8?token=50674ec7c70ce1e32fa5f6d49cba96a8616933a8-9627967f4af3d1ceec789f17aba11eac-1629038554-1629027754,http://bdiptv.net:8080/BanglaVision/tracks-v1a1/mono.m3u8?token=50674ec7c70ce1e32fa5f6d49cba96a8616933a8-9627967f4af3d1ceec789f17aba11eac-1629038554-1629027754,bd-playlist-test-results.csv,,bdiptv.net:8080,reports\bd-playlist-test-results.csv,,OFFLINE,Network Error,,,NO,NO,,YES,,NO,NO,,NO,,Y,2026-08-20T14:01:41,
Bijoy TV,Bijoy TV,General,http://103.175.242.10:8080/hls/bijoy/index.m3u8,http://103.175.242.10:8080/hls/bijoy/index.m3u8,Public BDIX list,https://t.me/s/bdixlink?before=1142,103.175.242.10:8080,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:25:26,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Bijoy TV,Bijoy TV,General,http://ddn.amrbd.com:8081/live/bijoytv/playlist.m3u8,http://ddn.amrbd.com:8081/live/bijoytv/playlist.m3u8,Public BDIX playlist index,https://gist.github.com/omarufulislam/8ad36f95107343825ea80fb541fd9652,ddn.amrbd.com:8081,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:15:42,Public/open candidate added for local testing. No authentication bypass used. Redistribution/hosting rights are not established; do not publish solely because it is reachable.
Bijoy TV,Bijoy TV,General,https://bdsl.jagobd.com:444/cZVydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZT00U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/bijoy00.stream/chunks.m3u8,https://bdsl.jagobd.com:444/cZVydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZT00U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/bijoy00.stream/chunks.m3u8,Public Bangladesh playlist index,https://github.com/wukuy/IPTV2021-1/blob/main/IPTV2021,bdsl.jagobd.com:444,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:15:42,Public/open candidate added for local testing. No authentication bypass used. Redistribution/hosting rights are not established; do not publish solely because it is reachable.
Bijoy TV,Bijoy TV,General,https://bldcmprod-cdn.toffeelive.com/cdn/live/bijoytv/playlist.m3u8,https://bldcmprod-cdn.toffeelive.com/cdn/live/bijoytv/playlist.m3u8,Toffee,,bldcmprod-cdn.toffeelive.com,reports\bd-playlist-test-results.csv,,RESTRICTED,403,text/plain,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T13:59:47,Previously returned 403.
Bijoy TV,Bijoy TV,General,https://cdn.appv.jagobd.com:444/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/bijoy00.stream/playlist.m3u8,https://cdn.appv.jagobd.com:444/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/bijoy00.stream/playlist.m3u8,Public JagoBD index,https://gist.github.com/mercuriallee/5e900addb0222cdfeba2554a6eda0c63,cdn.appv.jagobd.com:444,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:25:16,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Bijoy TV,Bijoy TV,General,https://tvsen5.aynaott.com/tv/index.m3u8,https://tvsen5.aynaott.com/tv/index.m3u8,bd-playlist-test-results.csv,,tvsen5.aynaott.com,bdix-bangladesh-working.csv,,OFFLINE,404,,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T13:59:47,
Boishakhi TV,Boishakhi TV,General,http://bdiptv.net:8080/BoishakhiTV/tracks-v1a1/mono.m3u8,http://bdiptv.net:8080/BoishakhiTV/tracks-v1a1/mono.m3u8,bdix-bangladesh-working.csv,,bdiptv.net:8080,bdix-bangladesh-working.csv,,OFFLINE,Network Error,,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T14:01:39,
Boishakhi TV,Boishakhi TV,General,http://bdiptv.net:8080/BoishakhiTV/tracks-v1a1/mono.m3u8?token=dc09b7ea26bc42430b615c265af82a464920644b-5d13b48d0eca00e19659012c35336895-1629038442-1629027642,http://bdiptv.net:8080/BoishakhiTV/tracks-v1a1/mono.m3u8?token=dc09b7ea26bc42430b615c265af82a464920644b-5d13b48d0eca00e19659012c35336895-1629038442-1629027642,bd-playlist-test-results.csv,,bdiptv.net:8080,reports\bd-playlist-test-results.csv,,OFFLINE,Network Error,,,NO,NO,,YES,,NO,NO,,NO,,Y,2026-08-20T14:01:37,
Boishakhi TV,Boishakhi TV,General,https://boishakhi.sonarbanglatv.com/boishakhi/boishakhitv/index.m3u8,https://boishakhi.sonarbanglatv.com/boishakhi/boishakhitv/index.m3u8,bd-playlist-test-results.csv,,boishakhi.sonarbanglatv.com,bdix-bangladesh-working.csv,,OFFLINE,200,application/vnd.apple.mpegurl,HLS,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T14:01:35,
Channel 1,Channel 1,News,https://app24.jagobd.com.bd/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI2/channel1bd.stream/tracks-v1a1/mono.m3u8,https://app24.jagobd.com.bd/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI2/channel1bd.stream/tracks-v1a1/mono.m3u8,Recent public Bangladesh index,https://github.com/subirkumarpaul/Subirmaxpro/blob/main/Subirmaxpro,app24.jagobd.com.bd,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:26:34,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Channel 1,Channel 1,News,https://channelone.news/,https://channelone.news/,Channel One official,https://channelone.news/,channelone.news,,,HTML_ONLY,200,text/html,,YES,NO,,NO,,NO,NO,,NO,,NO,2026-08-20T14:10:35,Channel One resumed broadcasting in April 2026; official site has a Live TV section. No stable public direct HLS verified.
Channel 24,Channel 24,News,http://bapatv.live:8080/hls/channel24/index.m3u8,https://franceindividuelle.nl/,Public BDIX list,https://t.me/s/bdixlink?before=1130,bapatv.live:8080,,,HTML_ONLY,200,text/html; charset=UTF-8,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:26:59,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Channel 24,Channel 24,News,http://bdiptv.net:8080/Channel24/tracks-v1a1/mono.m3u8,http://bdiptv.net:8080/Channel24/tracks-v1a1/mono.m3u8,BDIPTV,,bdiptv.net:8080,bdix-bangladesh-working.csv,,OFFLINE,Network Error,,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T14:00:29,Bangladesh Channel 24 candidate.
Channel 24,Channel 24,News,http://bdiptv.net:8080/Channel24/tracks-v1a1/mono.m3u8?token=d95e842549605a8590e639513ee6acf198c496e1-c2c86ee9477b26892135f8499ffb67d1-1629038623-1629027823,http://bdiptv.net:8080/Channel24/tracks-v1a1/mono.m3u8?token=d95e842549605a8590e639513ee6acf198c496e1-c2c86ee9477b26892135f8499ffb67d1-1629038623-1629027823,bd-playlist-test-results.csv,,bdiptv.net:8080,reports\bd-playlist-test-results.csv,,OFFLINE,Network Error,,,NO,NO,,YES,,NO,NO,,NO,,Y,2026-08-20T14:00:31,
Channel 24,Channel 24,News,https://bd.jagobd.com:444/live-orgin/channel24-sg-e8e.stream/chunks.m3u8,https://bd.jagobd.com:444/live-orgin/channel24-sg-e8e.stream/chunks.m3u8,Recent public Bangladesh list,https://bloginstall.com/bangladesh-iptv-m3u-link/,bd.jagobd.com:444,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:26:58,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Channel 24,Channel 24,News,https://bdsl.jagobd.com:444/cZVydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZT00U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/channel24-sg-e8e.stream/chunks.m3u8,https://bdsl.jagobd.com:444/cZVydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZT00U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/channel24-sg-e8e.stream/chunks.m3u8,Public Bangladesh playlist index,https://github.com/wukuy/IPTV2021-1/blob/main/IPTV2021,bdsl.jagobd.com:444,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:15:55,Public/open candidate added for local testing. No authentication bypass used. Redistribution/hosting rights are not established; do not publish solely because it is reachable.
Channel 24,Channel 24,News,https://cdn.appv.jagobd.com:444/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/channel24-sg-e8e.stream/playlist.m3u8,https://cdn.appv.jagobd.com:444/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/channel24-sg-e8e.stream/playlist.m3u8,Public JagoBD index,https://gist.github.com/mercuriallee/5e900addb0222cdfeba2554a6eda0c63,cdn.appv.jagobd.com:444,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:26:56,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Channel 24,Channel 24,News,https://edge01.iptv.digijadoo.net/live/channel_24/chunks.m3u8,https://edge01.iptv.digijadoo.net/live/channel_24/chunks.m3u8,Public IPTV index,https://gist.github.com/omarufulislam/27f0da73500141749490506d6c9c24cd,edge01.iptv.digijadoo.net,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:26:56,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Channel 9,Channel 9,General,https://cdn.appv.jagobd.com:444/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/channel9hd.stream/playlist.m3u8,https://cdn.appv.jagobd.com:444/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/channel9hd.stream/playlist.m3u8,Public JagoBD index,https://gitea.it/ixixy/iptv/src/commit/6bcebd09d3b9bc2b9bc0a99a107432b8f253f72f/channels/bd_jagobd.m3u,cdn.appv.jagobd.com:444,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:25:26,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Channel 9,Channel 9,General,https://owrcovcrpy.gpcdn.net/bpk-tv/1729/output/1729.m3u8,https://owrcovcrpy.gpcdn.net/bpk-tv/1729/output/1729.m3u8,Recent public Bangladesh playlist index,https://github.com/subirkumarpaul/Subirmaxpro/blob/main/Subirmaxpro,owrcovcrpy.gpcdn.net,,,RESTRICTED,403,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:15:42,Public/open candidate added for local testing. No authentication bypass used. Redistribution/hosting rights are not established; do not publish solely because it is reachable.
Channel 9,Channel 9,General,https://tvsen5.aynaott.com/channel9/index.m3u8,https://tvsen5.aynaott.com/channel9/index.m3u8,bd-playlist-test-results.csv,https://www.channelninebd.tv/live/,tvsen5.aynaott.com,reports\bd-playlist-test-results.csv,,OFFLINE,404,,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T13:59:47,Official Channel 9 live page exists; current direct HLS candidate is offline.
Channel 9,Channel 9,General,https://www.channelninebd.tv/live/,https://www.channelninebd.tv/live/,Channel 9 official,,www.channelninebd.tv,,,HTML_ONLY,,,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T13:59:47,Official live page; direct HLS URL not verified.
Channel I News,Channel I News,General,https://tvsen6.aynaott.com/channelinews/index.m3u8,https://tvsen6.aynaott.com/channelinews/index.m3u8,bd-playlist-test-results.csv,,tvsen6.aynaott.com,reports\bd-playlist-test-results.csv,,OFFLINE,404,,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T14:02:38,
Channel S,Channel S,General,https://app.ncare.live/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/chsukoff.stream/playlist.m3u8,https://app.ncare.live/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/chsukoff.stream/playlist.m3u8,bdix-bangladesh-working.csv,,app.ncare.live,bdix-bangladesh-working.csv,,WORKING,200,application/vnd.apple.mpegurl,HLS,URL/MANIFEST,YES,,NO,,NO,NO,,NO,,Y,2026-08-20T14:02:15,
Channel S,Channel S,General,https://app.ncare.live/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI2/channels.stream/live-orgin/channels.stream/playlist.m3u8,https://app.ncare.live/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI2/channels.stream/live-orgin/channels.stream/playlist.m3u8,bdix-bangladesh-working.csv,,app.ncare.live,bdix-bangladesh-working.csv,,OFFLINE,404,,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T14:02:15,
Channel S,Channel S,General,https://app.ncare.live/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI6/channels.stream/live-orgin/channels.stream/playlist.m3u8,https://app.ncare.live/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI6/channels.stream/live-orgin/channels.stream/playlist.m3u8,bd-playlist-test-results.csv,,app.ncare.live,reports\bd-playlist-test-results.csv,,OFFLINE,404,text/html,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T14:02:15,
Channel S,Channel S,General,https://bldcmprod-cdn.toffeelive.com/cdn/live/channel_s_tv/playlist.m3u8,https://bldcmprod-cdn.toffeelive.com/cdn/live/channel_s_tv/playlist.m3u8,bd-playlist-test-results.csv,,bldcmprod-cdn.toffeelive.com,reports\bd-playlist-test-results.csv,,RESTRICTED,403,text/plain,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T14:02:15,
Channel S,Channel S,General,https://tvsen5.aynaott.com/channels/index.m3u8,https://tvsen5.aynaott.com/channels/index.m3u8,bd-playlist-test-results.csv,,tvsen5.aynaott.com,reports\bd-playlist-test-results.csv,,OFFLINE,404,,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T14:02:15,
Channel i,Channel i,General,http://tvsen5.aynaott.com/channeli/index.m3u8,http://tvsen5.aynaott.com/channeli/index.m3u8,bd-playlist-test-results.csv,,tvsen5.aynaott.com,bdix-bangladesh-working.csv,,OFFLINE,404,,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T13:59:38,
Channel i,Channel i,General,https://app.ncare.live/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI2/channeli-8-org.stream/playlist.m3u8,https://app.ncare.live/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI2/channeli-8-org.stream/playlist.m3u8,Recent public Bangladesh index,https://github.com/subirkumarpaul/Subirmaxpro/blob/main/Subirmaxpro,app.ncare.live,,,OFFLINE,404,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:24:01,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Channel i,Channel i,General,https://bd.jagobd.com:444/live-orgin/channeli-8-org.stream/chunks.m3u8,https://bd.jagobd.com:444/live-orgin/channeli-8-org.stream/chunks.m3u8,Public Bangladesh playlist index,https://gist.github.com/Syed-Bipul-Rahman/09a05c101a5a1610e7bcd70c9b0e5c07,bd.jagobd.com:444,,,OFFLINE,,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:15:10,Public/open candidate added for local testing. No authentication bypass used. Redistribution/hosting rights are not established; do not publish solely because it is reachable.
Channel i,Channel i,General,https://bldcmprod-cdn.toffeelive.com/cdn/live/channel_i/playlist.m3u8,https://bldcmprod-cdn.toffeelive.com/cdn/live/channel_i/playlist.m3u8,Toffee,https://www.channelionline.com/,bldcmprod-cdn.toffeelive.com,reports\bd-playlist-test-results.csv,,RESTRICTED,403,text/plain,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T13:59:38,Previously returned 403. Do not bypass authentication. Official Channel i site; direct Toffee HLS remains restricted.
Channel i,Channel i,General,https://tvsen6.aynaott.com/channeli/tracks-v1a1/mono.ts.m3u8,https://tvsen6.aynaott.com/channeli/tracks-v1a1/mono.ts.m3u8,Recent public Bangladesh index,https://github.com/subirkumarpaul/Subirmaxpro/blob/main/Subirmaxpro,tvsen6.aynaott.com,,,OFFLINE,404,,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:24:02,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
Colors Bangla,Colors Bangla,General,http://bdiptv.net:8080/ColorsBanglaHD/tracks-v1a1/mono.m3u8,http://bdiptv.net:8080/ColorsBanglaHD/tracks-v1a1/mono.m3u8,bd-playlist-test-results.csv,,bdiptv.net:8080,bdix-bangladesh-working.csv,,OFFLINE,Network Error,,,NO,NO,,NO,,NO,NO,,NO,,Y,2026-08-20T14:03:09,
DBC News,DBC News,News,http://bapatv.live:8080/dbc/index.m3u8,https://franceindividuelle.nl/,Public BDIX list,https://t.me/s/bdixlink?before=1130,bapatv.live:8080,,,HTML_ONLY,200,text/html; charset=UTF-8,,SOURCE_CLAIM,NO,,NO,,NO,NO,,NO,,YES,2026-08-20T14:28:08,"Public/open candidate only. No credential, cookie, DRM, MAC/device, or subscription bypass used. Public reachability does not establish redistribution rights."
